img_id,cattr_color_red_ratio,cattr_color_yellow_ratio,cattr_color_blue_ratio,cattr_sat_mean,cattr_texture_entropy,cattr_fg_area_ratio,cattr_fg_aspect_ratio,cattr_symmetry_lr,cattr_grad_anisotropy,cattr_hu1,cattr_hu2
180,0.029057716836734693,0.14287707270408162,0.0045639349489795915,0.23979702591896057,4.675535672554382,0.5527144451530612,1.0,0.7637139558792114,0.08367617495907703,0.3117892976565062,0.0010650563506965104
213,0.00914779974489796,0.009526466836734694,0.1240234375,0.22151291370391846,4.922233910032896,0.544304049744898,1.0,0.7624925374984741,0.06621420241122454,0.22332104007418146,0.00029085897634993304
325,0.00643734056122449,0.28806600765306123,0.0002192283163265306,0.3939509987831116,4.449314552224678,0.619140625,1.0,0.7853924036026001,0.03539171901672657,0.30172997721308714,0.0002043345957266826
412,0.0,0.05291374362244898,0.00763313137755102,0.09707993268966675,4.65265708535793,0.16206951530612246,1.0476190476190477,0.7938201427459717,0.05167639387262139,0.7107672172189828,0.014552713422592553
503,0.023497289540816327,0.009785554846938776,0.1923828125,0.2515209913253784,4.800178437595671,0.578483737244898,0.8727272727272727,0.6149169206619263,0.02381574701523679,0.19249347510776815,0.000927824637810237
562,0.006118463010204082,0.08830915178571429,0.31845902423469385,0.44672584533691406,4.491764755659805,0.9526267538265306,1.0,0.7636983394622803,0.03458615769522508,0.1684506279517064,2.0057908792968019e-07
646,0.0005978954081632653,0.022261639030612245,0.03693000637755102,0.16566212475299835,4.578746116010105,0.29135443239795916,0.985981308411215,0.7760560512542725,0.06733569627471804,0.35412575071245594,0.05772093650959443
699,0.00015943877551020407,0.0021324936224489796,0.00466358418367347,0.2842790484428406,3.8183376967244884,0.7907963966836735,1.0,0.8477892875671387,0.0011541959498087462,0.22261996015248287,0.000382413984538809
702,0.11533402423469388,0.05528539540816327,0.0768295599489796,0.2536064684391022,4.327702619596483,0.5496253188775511,1.0,0.8157081604003906,0.0310851784859546,0.29606035309975753,0.0019096018491605504
742,0.05624202806122449,0.026167889030612245,0.2536073022959184,0.3926089107990265,4.232358164197342,0.920539700255102,1.0,0.8563153743743896,0.2029574870425865,0.17166534433877978,2.177406898039726e-05
773,0.0074338329081632655,0.38928970025510207,0.13406808035714285,0.5170933604240417,4.234494788963858,0.9303651147959183,1.0,0.8732608556747437,0.014148891405730637,0.17461271577461512,8.875632822574085e-07
775,5.978954081632653e-05,0.05096061862244898,0.3550302933673469,0.2817472517490387,4.472238230372552,0.4799107142857143,1.0564102564102564,0.7794555425643921,0.012896701172462197,0.20152510063720255,0.005515663133193684
791,0.0003587372448979592,0.030911192602040817,0.13584183673469388,0.24833698570728302,4.120629632053539,0.7305086096938775,1.0,0.8616963624954224,0.16261735191369678,0.23417365285364827,0.000278097315690085
839,0.02879862882653061,0.04081632653061224,0.059091996173469385,0.5200498104095459,4.072991307816713,0.953742825255102,1.0,0.8527410626411438,0.013272749567826746,0.168875646373617,2.2623667741778112e-07
853,0.04544005102040816,0.07489636479591837,0.057318239795918366,0.42712414264678955,3.921084886459662,0.8692602040816326,1.0,0.8819949626922607,0.03754117952685866,0.18714642171348772,2.966609460260194e-06
892,0.009107940051020409,0.057138871173469385,0.26624282525510207,0.21345524489879608,3.6759068106683914,0.6280691964285714,1.0,0.880582869052887,0.07008375538897599,0.24483443142428246,0.00023279737213088977
894,0.0005580357142857143,0.21456473214285715,0.0023716517857142855,0.3581202030181885,4.092633468912487,0.7958585778061225,1.0,0.8499407768249512,0.0741254427803384,0.18317193837919254,0.0005050470691780275
916,0.3341039540816326,0.05996890943877551,1.992984693877551e-05,0.300950288772583,2.98170545878353,0.6012635522959183,1.0,0.9367667436599731,0.11338764247968135,0.2132578711832873,0.0001747031581474592
927,0.03115035076530612,0.15581154336734693,0.0,0.19853273034095764,3.342425237295751,0.2993861607142857,1.0,0.8797346949577332,0.13881293718160792,0.27467420308866924,0.0033648869488824736
935,0.19762436224489796,0.044025031887755105,0.00705516581632653,0.4864962100982666,4.038567664702871,0.7897201849489796,1.0,0.8443658351898193,0.011353191629394107,0.2040033213444367,0.0002625138675575418
937,0.38438695790816324,0.002889827806122449,5.978954081632653e-05,0.267903596162796,4.482534092569398,0.44435586734693877,1.0,0.7924257516860962,0.08720111365908931,0.183278852893545,0.0026113251950835178
947,0.2842394770408163,0.0,0.0,0.36314553022384644,4.489985708512755,0.6708585778061225,1.0,0.7852867841720581,0.02838716581724862,0.23772471034655573,0.0006344749652554296
998,0.002152423469387755,0.028439891581632654,0.003926179846938775,0.13613462448120117,4.2278340136474775,0.10817920918367346,1.0,0.832073450088501,0.11438350058248702,1.9587964550602106,0.6689990750096956
999,0.0007573341836734694,0.0038863201530612247,0.15425701530612246,0.30447447299957275,3.844208476912983,0.6818797831632653,1.0,0.8691140413284302,0.1255851805785798,0.2280778782877291,0.0002670587981671805
1014,0.00015943877551020407,0.03555484693877551,0.009526466836734694,0.2917834520339966,3.6921092506339117,0.6455078125,1.0476190476190477,0.9057503938674927,0.07756185003904435,0.2831665183363007,0.000632059823762367
1047,0.001096141581632653,0.5069953762755102,0.0003985969387755102,0.36866775155067444,4.4748418238540495,0.7397161989795918,1.0,0.8522765636444092,0.06885998858611823,0.2525959517081867,3.471893250510527e-05
1062,0.2124920280612245,0.0036073022959183672,0.3514030612244898,0.3413774073123932,4.064082584356795,0.6582629145408163,1.0,0.8387492299079895,0.018847737281880137,0.1937875987723388,0.00029665706286749894
1083,0.0,0.24314413265306123,0.0,0.8289952874183655,3.666813498063301,0.9620137117346939,1.0,0.8821234703063965,0.027065316293435376,0.16677614504008745,5.670729352261788e-07
1146,0.0036073022959183672,0.4438376913265306,0.026486766581632654,0.5468925833702087,3.7587507381775014,0.8430325255102041,1.0,0.8576216697692871,0.06109170867105797,0.18893171559608143,4.759896293978541e-05
1148,0.007912149234693877,0.3540736607142857,0.0005181760204081633,0.38002678751945496,4.481492687293691,0.7933075573979592,1.0,0.8122810125350952,0.09287547231261169,0.21057389039920055,8.25154450254446e-05
1152,0.021205357142857144,0.028380102040816327,0.3608498086734694,0.3976384699344635,4.607262357919554,0.7618981186224489,1.0,0.7753887176513672,0.08939539136553269,0.20231814509048826,0.00039412132122671774
1165,0.007752710459183673,0.1610530931122449,0.2575733418367347,0.2563112676143646,4.229747318365798,0.5450414540816326,1.0,0.8054016828536987,0.03911598299764527,0.25127127371500213,0.0013587077895296617
1166,0.0034080038265306123,0.02955596301020408,0.0,0.4473682641983032,4.139916221898506,0.5982342155612245,1.0,0.7095667719841003,0.0035962893282198965,0.23271361009822855,0.0020347036343772136
1171,3.985969387755102e-05,0.019232302295918366,0.029017857142857144,0.13090002536773682,4.617492574880419,0.2224968112244898,1.0891089108910892,0.7901105880737305,0.2218804273932112,0.44888841383344996,0.04993776136045061
1174,0.08759167729591837,0.021205357142857144,0.1298030931122449,0.2621031403541565,4.609055321614655,0.5721261160714286,1.0,0.793875515460968,0.09330590042946733,0.27273458322601885,0.0002983447955538736
1405,0.028121014030612245,0.005002391581632653,0.04498166454081633,0.20894837379455566,4.342453659951079,0.6817402742346939,1.0,0.824599027633667,0.022304881774056682,0.21334756818493683,0.0037313130914660257
1419,0.05365114795918367,0.08161272321428571,0.05727838010204082,0.22189994156360626,4.4872615911416,0.38321109693877553,1.0,0.776603102684021,0.011624595652099804,0.36372571093744765,0.0009519856299866963
1422,0.016980229591836735,0.06259964923469388,0.1035953443877551,0.20942652225494385,4.725683684390253,0.43722098214285715,1.0,0.7449670433998108,0.005517717971059089,0.267242874962598,0.0034657748564298732
1426,0.003866390306122449,0.277523118622449,0.0,0.2947262227535248,4.516544262628442,0.9204998405612245,1.0,0.7474685311317444,0.04465455366826089,0.17344884794722976,7.0643954921880005e-06
1444,0.0016741071428571428,0.014807876275510204,0.03186782525510204,0.14676246047019958,4.494944351736246,0.4226921237244898,1.0,0.7726035714149475,0.07636320662788619,0.28926930930097694,0.0027970364237822486
1454,0.003567442602040816,0.13538345025510204,0.0002192283163265306,0.35505273938179016,4.479477163609854,0.8056441326530612,1.0,0.7839282751083374,0.04403186732016989,0.19498516279787187,0.0004691253936994363
1506,0.0,0.0,0.07672991071428571,0.17051205039024353,3.4335147679058013,0.281429368622449,1.0,0.7881813645362854,0.04891641476558258,0.5056510993251272,0.058483227745220745
1521,0.000817123724489796,0.5747767857142857,0.018395248724489797,0.39959225058555603,4.047725284574402,0.9624521683673469,1.0,0.7888428568840027,0.13773977860134431,0.16686298432593016,2.9713356560380074e-07
1582,0.006796077806122449,0.4444953762755102,0.00253109056122449,0.30903297662734985,4.826492519154913,0.8267099808673469,1.0,0.7333681583404541,0.06790708735306963,0.20021076760622342,0.00024595418309948826
1621,0.026805644132653062,0.002311862244897959,0.013592155612244899,0.1633034497499466,4.684681747738237,0.4483617665816326,1.0,0.758395254611969,0.07010287611283256,0.2517258613824316,0.0019057909062010132
1624,0.0,0.0,0.14237882653061223,0.21956190466880798,2.77160140493085,0.3365951849489796,0.9863636363636363,0.710349440574646,0.01880435968879962,0.2476139105569175,0.0034853790322707085
1627,1.992984693877551e-05,0.10168207908163265,0.00936702806122449,0.2900797128677368,4.307440054276713,0.6646205357142857,1.0,0.820389986038208,0.053284132138051284,0.2406038174810562,0.0003804632678756164
1659,0.0,0.0,0.6948341836734694,0.3568544089794159,3.9010544098192765,0.6934191645408163,1.0,0.896553635597229,0.08998356861324137,0.2724801627475527,0.0010556890266267753
1685,0.0038863201530612247,3.985969387755102e-05,0.019092793367346938,0.0920690968632698,4.130571431827872,0.3427136479591837,1.0,0.7300154566764832,0.0686377354930858,0.271381785629743,0.0012608734853263065
1941,0.05494658801020408,0.15027104591836735,0.005400988520408163,0.37890806794166565,4.668170026763202,0.7881656568877551,1.0,0.7578381299972534,0.046785031124008704,0.19641910464414633,0.0004022327730505801
1960,0.10210060586734694,0.08553890306122448,5.978954081632653e-05,0.24838827550411224,3.8078748152224984,0.4038584183673469,0.9954545454545455,0.8517202138900757,0.07522877586945068,0.27413736040177883,0.015532983198100784
1964,0.2323620854591837,0.17711654974489796,0.0,0.31113672256469727,4.01786123315129,0.7914540816326531,1.0,0.8437998294830322,0.006896406830067428,0.20076882545142283,0.0003603014200154051
1976,0.1551139987244898,0.0,0.0,0.11044855415821075,4.151076353718979,0.16306600765306123,0.7718446601941747,0.837867021560669,0.009067282693227874,0.2748485985787028,0.019950698194128702
1979,0.09183673469387756,3.985969387755102e-05,0.009626116071428572,0.10602280497550964,4.169865705487473,0.16874601403061223,0.8545454545454545,0.8337075710296631,0.05408495725784432,0.7089909834360538,0.052508857109293414
2131,0.00023915816326530612,0.7470304528061225,0.0,0.5359164476394653,4.373952697319633,0.9646045918367347,1.0,0.8179459571838379,0.042164628982347706,0.16666322314049586,0.0
